rank,config_id,border_fraction,min_line_fraction,max_gap_fraction,hough_threshold,angle_tolerance,cluster_distance,interval_gap,min_support_fraction,relative_score,max_edges
1,C0353,0.04,0.18,0.06,25,8.0,7.0,6.0,0.25,0.35,6
